"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CVSSv4_BaseSeverity","CVSSv4_BaseScore","CVSSv4","CPE Confidence","Evidence Count","VendorProject","Product","Name","DateAdded","ShortDescription","RequiredAction","DueDate","Notes"
Game Application,"Wed, 27 May 2026 19:46:11 +0530",spring-boot-starter-web-3.5.0.jar,C:\Users\User\.m2\repository\org\springframework\boot\spring-boot-starter-web\3.5.0\spring-boot-starter-web-3.5.0.jar,"Starter for building web, including RESTful, applications using Spring MVC. Uses Tomcat as the default embedded container","Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",17c05dae69ffaae8870ab95eb9ff8457,29c6198f7e5cd7c4b9a27045d93879e161d6cdd0,pkg:maven/org.springframework.boot/spring-boot-starter-web@3.5.0,"cpe:2.3:a:vmware:spring_boot:3.5.0:*:*:*:*:*:*:*, cpe:2.3:a:web_project:web:3.5.0:*:*:*:*:*:*:*",CVE-2026-22733,CWE-288 Authentication Bypass Using an Alternate Path or Channel,"Spring Boot applications with Actuator can be vulnerable to an ""Authentication Bypass"" vulnerability when an application endpoint that requires authentication is declared under the path used by the CloudFoundry Actuator endpoints. This issue affects Spring Security: from 4.0.0 through 4.0.3, from 3.5.0 through 3.5.11, from 3.4.0 through 3.4.14, from 3.3.0 through 3.3.17, from 2.7.0 through 2.7.31.",NVD,"","","",HIGH,8.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H/E:2.2/RC:R/MAV:A,"","","",HIGH,36,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",spring-boot-starter-web-3.5.0.jar,C:\Users\User\.m2\repository\org\springframework\boot\spring-boot-starter-web\3.5.0\spring-boot-starter-web-3.5.0.jar,"Starter for building web, including RESTful, applications using Spring MVC. Uses Tomcat as the default embedded container","Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",17c05dae69ffaae8870ab95eb9ff8457,29c6198f7e5cd7c4b9a27045d93879e161d6cdd0,pkg:maven/org.springframework.boot/spring-boot-starter-web@3.5.0,"cpe:2.3:a:vmware:spring_boot:3.5.0:*:*:*:*:*:*:*, cpe:2.3:a:web_project:web:3.5.0:*:*:*:*:*:*:*",CVE-2026-40972,CWE-208 Observable Timing Discrepancy,"An attacker on the same network as the remote application may be able to utilize a timing attack to discover information about the remote secret. In extreme circumstances this could result in the attacker determining the secret and uploading changed classes, thereby achieving remote code execution in the remote application.  Affected: Spring Boot 4.0.0–4.0.5 (fix 4.0.6), 3.5.0–3.5.13 (fix 3.5.14), 3.4.0–3.4.15 (fix 3.4.16), 3.3.0–3.3.18 (fix 3.3.19), 2.7.0–2.7.32 (fix 2.7.33); DevTools remote secret comparison. Versions that are no longer supported are also affected per vendor advisory.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H/E:1.6/RC:R/MAV:A,"","","",HIGH,36,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",spring-boot-starter-web-3.5.0.jar,C:\Users\User\.m2\repository\org\springframework\boot\spring-boot-starter-web\3.5.0\spring-boot-starter-web-3.5.0.jar,"Starter for building web, including RESTful, applications using Spring MVC. Uses Tomcat as the default embedded container","Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",17c05dae69ffaae8870ab95eb9ff8457,29c6198f7e5cd7c4b9a27045d93879e161d6cdd0,pkg:maven/org.springframework.boot/spring-boot-starter-web@3.5.0,"cpe:2.3:a:vmware:spring_boot:3.5.0:*:*:*:*:*:*:*, cpe:2.3:a:web_project:web:3.5.0:*:*:*:*:*:*:*",CVE-2026-40975,CWE-330 Use of Insufficiently Random Values,"Values produced by ${random.value} are not suitable for use as secrets. ${random.uuid} is not affected. ${random.int} and ${random.long} should never be used for secrets as they are numeric values with a predictable range.  Affected: Spring Boot 4.0.0–4.0.5 (fix 4.0.6), 3.5.0–3.5.13 (fix 3.5.14), 3.4.0–3.4.15 (fix 3.4.16), 3.3.0–3.3.18 (fix 3.3.19), 2.7.0–2.7.32 (fix 2.7.33); random value property source / weak PRNG for secrets. Versions that are no longer supported are also affected per vendor advisory.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N/E:3.9/RC:R/MAV:A,"","","",HIGH,36,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",spring-boot-starter-web-3.5.0.jar,C:\Users\User\.m2\repository\org\springframework\boot\spring-boot-starter-web\3.5.0\spring-boot-starter-web-3.5.0.jar,"Starter for building web, including RESTful, applications using Spring MVC. Uses Tomcat as the default embedded container","Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",17c05dae69ffaae8870ab95eb9ff8457,29c6198f7e5cd7c4b9a27045d93879e161d6cdd0,pkg:maven/org.springframework.boot/spring-boot-starter-web@3.5.0,"cpe:2.3:a:vmware:spring_boot:3.5.0:*:*:*:*:*:*:*, cpe:2.3:a:web_project:web:3.5.0:*:*:*:*:*:*:*",CVE-2026-40973,CWE-377 Insecure Temporary File,"A local attacker on the same host as the application may be able to take control of the directory used by `ApplicationTemp`. When `server.servlet.session.persistent` is set to `true` and the attack persists across application restarts, this may allow the attacker to read session information and hijack authenticated users or deploy a gadget chain and execute code as the application's user.  Affected: Spring Boot 4.0.0–4.0.5 (fix 4.0.6), 3.5.0–3.5.13 (fix 3.5.14), 3.4.0–3.4.15 (fix 3.4.16), 3.3.0–3.3.18 (fix 3.3.19), 2.7.0–2.7.32 (fix 2.7.33); predictable temp directory / `ApplicationTemp` ownership verification. Versions that are no longer supported are also affected per vendor advisory.",NVD,"","","",HIGH,7.0,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:1.0/RC:R/MAV:A,"","","",HIGH,36,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",spring-boot-starter-web-3.5.0.jar,C:\Users\User\.m2\repository\org\springframework\boot\spring-boot-starter-web\3.5.0\spring-boot-starter-web-3.5.0.jar,"Starter for building web, including RESTful, applications using Spring MVC. Uses Tomcat as the default embedded container","Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",17c05dae69ffaae8870ab95eb9ff8457,29c6198f7e5cd7c4b9a27045d93879e161d6cdd0,pkg:maven/org.springframework.boot/spring-boot-starter-web@3.5.0,"cpe:2.3:a:vmware:spring_boot:3.5.0:*:*:*:*:*:*:*, cpe:2.3:a:web_project:web:3.5.0:*:*:*:*:*:*:*",CVE-2026-40977,CWE-59 Improper Link Resolution Before File Access ('Link Following'),"When an application is configured to use `ApplicationPidFileWriter`, a local attacker with write access to the PID file's location can corrupt one file on the host each time the application is started.  Affected: Spring Boot 4.0.0–4.0.5 (fix 4.0.6), 3.5.0–3.5.13 (fix 3.5.14), 3.4.0–3.4.15 (fix 3.4.16), 3.3.0–3.3.18 (fix 3.3.19), 2.7.0–2.7.32 (fix 2.7.33); PID file / symlink behavior (`ApplicationPidFileWriter`). Versions that are no longer supported are also affected per vendor advisory.",NVD,"","","",MEDIUM,6.7,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H/E:0.8/RC:R/MAV:A,"","","",HIGH,36,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",spring-core-6.2.7.jar,C:\Users\User\.m2\repository\org\springframework\spring-core\6.2.7\spring-core-6.2.7.jar,Spring Core,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",a671eff16be00f71823d9aa77baff8e4,525a228b8b4323568b7aa9e49c1e1df27838adf1,pkg:maven/org.springframework/spring-core@6.2.7,"cpe:2.3:a:pivotal_software:spring_framework:6.2.7:*:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:6.2.7:*:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:6.2.7:*:*:*:*:*:*:*",CVE-2026-22740,CWE-400 Uncontrolled Resource Consumption,"A WebFlux server application that processes multipart requests creates temp files for parts larger than 10 K. Under some circumstances, temp files may remain not deleted after the request is fully processed. This allows an attacker to consume available disk space.  Older, unsupported versions are also affected.",NVD,"","","",MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H/E:2.8/RC:R/MAV:A,"","","",HIGH,41,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",spring-core-6.2.7.jar,C:\Users\User\.m2\repository\org\springframework\spring-core\6.2.7\spring-core-6.2.7.jar,Spring Core,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",a671eff16be00f71823d9aa77baff8e4,525a228b8b4323568b7aa9e49c1e1df27838adf1,pkg:maven/org.springframework/spring-core@6.2.7,"cpe:2.3:a:pivotal_software:spring_framework:6.2.7:*:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:6.2.7:*:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:6.2.7:*:*:*:*:*:*:*",CVE-2026-22737,CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"Use of Java scripting engine enabled (e.g. JRuby, Jython) template views in Spring MVC and Spring WebFlux applications can result in disclosure of content from files outside the configured locations for script template views. This issue affects Spring Framework: from 7.0.0 through 7.0.5, from 6.2.0 through 6.2.16, from 6.1.0 through 6.1.25, from 5.3.0 through 5.3.46.",NVD,"","","",MEDIUM,5.9,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N/E:2.2/RC:R/MAV:A,"","","",HIGH,41,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",spring-core-6.2.7.jar,C:\Users\User\.m2\repository\org\springframework\spring-core\6.2.7\spring-core-6.2.7.jar,Spring Core,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",a671eff16be00f71823d9aa77baff8e4,525a228b8b4323568b7aa9e49c1e1df27838adf1,pkg:maven/org.springframework/spring-core@6.2.7,"cpe:2.3:a:pivotal_software:spring_framework:6.2.7:*:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:6.2.7:*:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:6.2.7:*:*:*:*:*:*:*",CVE-2026-22745,CWE-400 Uncontrolled Resource Consumption,"Spring MVC and WebFlux applications are vulnerable to Denial of Service attacks when resolving static resources.   More precisely, an application can be vulnerable when all the following are true:    *  the application is using Spring MVC or Spring WebFlux   *  the application is serving static resources from the file system   *  the application is running on a Windows platform   When all the conditions above are met, the attacker can send malicious requests that are slow to resolve and that can keep HTTP connections in use. This can cause a Denial of Service on the application.",NVD,"","","",MEDIUM,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L/E:3.9/RC:R/MAV:A,"","","",HIGH,41,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",spring-core-6.2.7.jar,C:\Users\User\.m2\repository\org\springframework\spring-core\6.2.7\spring-core-6.2.7.jar,Spring Core,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",a671eff16be00f71823d9aa77baff8e4,525a228b8b4323568b7aa9e49c1e1df27838adf1,pkg:maven/org.springframework/spring-core@6.2.7,"cpe:2.3:a:pivotal_software:spring_framework:6.2.7:*:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:6.2.7:*:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:6.2.7:*:*:*:*:*:*:*",CVE-2026-22741,CWE-524 Use of Cache Containing Sensitive Information,"Spring MVC and WebFlux applications are vulnerable to cache poisoning when resolving static resources.   More precisely, an application can be vulnerable when all the following are true:    *  the application is using Spring MVC or Spring WebFlux   *  the application is configuring the  resource chain support https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/static-resources.html#page-title  with caching enabled   *  the application adds support for encoded resources resolution   *  the resource cache must be empty when the attacker has access to the application   When all the conditions above are met, the attacker can send malicious requests and poison the resource cache with resources using the wrong encoding. This can cause a denial of service by breaking the front-end application for clients.",NVD,"","","",LOW,3.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:N/A:L/E:1.6/RC:R/MAV:A,"","","",HIGH,41,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",spring-core-6.2.7.jar,C:\Users\User\.m2\repository\org\springframework\spring-core\6.2.7\spring-core-6.2.7.jar,Spring Core,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",a671eff16be00f71823d9aa77baff8e4,525a228b8b4323568b7aa9e49c1e1df27838adf1,pkg:maven/org.springframework/spring-core@6.2.7,"cpe:2.3:a:pivotal_software:spring_framework:6.2.7:*:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:6.2.7:*:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:6.2.7:*:*:*:*:*:*:*",CVE-2026-22735,CWE-667 Improper Locking,"Spring MVC and WebFlux applications are vulnerable to stream corruption when using Server-Sent Events (SSE). This issue affects Spring Foundation: from 7.0.0 through 7.0.5, from 6.2.0 through 6.2.16, from 6.1.0 through 6.1.25, from 5.3.0 through 5.3.46.",NVD,"","","",LOW,2.6,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:N/I:L/A:N/E:1.2/RC:R/MAV:A,"","","",HIGH,41,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",spring-security-core-6.5.0.jar,C:\Users\User\.m2\repository\org\springframework\security\spring-security-core\6.5.0\spring-security-core-6.5.0.jar,Spring Security,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",3eff6901fd79f20bbd1bf8dba5fdcbea,8aaee0c3b38897272e21dc5545451493c60dbdd0,pkg:maven/org.springframework.security/spring-security-core@6.5.0,"cpe:2.3:a:pivotal_software:spring_security:6.5.0:*:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:6.5.0:*:*:*:*:*:*:*",CVE-2026-22732,CWE-425 Direct Request ('Forced Browsing'),"When applications specify HTTP response headers for servlet applications using Spring Security, there is the possibility that the HTTP Headers will not be written.  This issue affects Spring Security Servlet applications using lazy (default) writing of HTTP Headers:  : from 5.7.0 through 5.7.21, from 5.8.0 through 5.8.23, from 6.3.0 through 6.3.14, from 6.4.0 through 6.4.14, from 6.5.0 through 6.5.8, from 7.0.0 through 7.0.3.",NVD,"","","",CRITICAL,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N/E:3.9/RC:R/MAV:A,"","","",HIGH,38,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",spring-security-core-6.5.0.jar,C:\Users\User\.m2\repository\org\springframework\security\spring-security-core\6.5.0\spring-security-core-6.5.0.jar,Spring Security,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",3eff6901fd79f20bbd1bf8dba5fdcbea,8aaee0c3b38897272e21dc5545451493c60dbdd0,pkg:maven/org.springframework.security/spring-security-core@6.5.0,"cpe:2.3:a:pivotal_software:spring_security:6.5.0:*:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:6.5.0:*:*:*:*:*:*:*",CVE-2026-22748,CWE-20 Improper Input Validation,"Vulnerability in Spring Spring Security. When an application configures JWT decoding with NimbusJwtDecoder  or NimbusReactiveJwtDecoder, it must configure an OAuth2TokenValidator<Jwt> separately, for example by calling setJwtValidator.This issue affects Spring Security: from 6.3.0 through 6.3.14, from 6.4.0 through 6.4.14, from 6.5.0 through 6.5.9, from 7.0.0 through 7.0.4.",NVD,"","","",MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N/E:2.8/RC:R/MAV:A,"","","",HIGH,38,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",spring-security-core-6.5.0.jar,C:\Users\User\.m2\repository\org\springframework\security\spring-security-core\6.5.0\spring-security-core-6.5.0.jar,Spring Security,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",3eff6901fd79f20bbd1bf8dba5fdcbea,8aaee0c3b38897272e21dc5545451493c60dbdd0,pkg:maven/org.springframework.security/spring-security-core@6.5.0,"cpe:2.3:a:pivotal_software:spring_security:6.5.0:*:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:6.5.0:*:*:*:*:*:*:*",CVE-2026-22751,CWE-367 Time-of-check Time-of-use (TOCTOU) Race Condition,"Vulnerability in Spring Spring Security. Applications that explicitly configure One-Time Token login with JdbcOneTimeTokenService are vulnerable to a Time-of-check Time-of-use (TOCTOU) race condition. This issue affects Spring Security: from 6.4.0 through 6.4.15, from 6.5.0 through 6.5.9, from 7.0.0 through 7.0.4.",NVD,"","","",MEDIUM,4.8,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N/E:2.2/RC:R/MAV:A,"","","",HIGH,38,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",spring-security-core-6.5.0.jar,C:\Users\User\.m2\repository\org\springframework\security\spring-security-core\6.5.0\spring-security-core-6.5.0.jar,Spring Security,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",3eff6901fd79f20bbd1bf8dba5fdcbea,8aaee0c3b38897272e21dc5545451493c60dbdd0,pkg:maven/org.springframework.security/spring-security-core@6.5.0,"cpe:2.3:a:pivotal_software:spring_security:6.5.0:*:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:6.5.0:*:*:*:*:*:*:*",CVE-2026-22746,CWE-208 Observable Timing Discrepancy,"Vulnerability in Spring Spring Security. If an application is using the UserDetails#isEnabled, #isAccountNonExpired, or #isAccountNonLocked user attributes, to enable, expire, or lock users, then DaoAuthenticationProvider's timing attack defense can be bypassed for users who are disabled, expired, or locked.This issue affects Spring Security: from 5.7.0 through 5.7.22, from 5.8.0 through 5.8.24, from 6.3.0 through 6.3.15, from 6.5.0 through 6.5.9, from 7.0.0 through 7.0.4.",NVD,"","","",LOW,3.7,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N/E:2.2/RC:R/MAV:A,"","","",HIGH,38,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",spring-security-web-6.5.0.jar,C:\Users\User\.m2\repository\org\springframework\security\spring-security-web\6.5.0\spring-security-web-6.5.0.jar,Spring Security,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",ba69ebd5aaf990534b352592c6b2dfee,fe36d58e9f3b8510ad8495e2dd4df9ece8e5ee7c,pkg:maven/org.springframework.security/spring-security-web@6.5.0,"cpe:2.3:a:pivotal_software:spring_security:6.5.0:*:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:6.5.0:*:*:*:*:*:*:*, cpe:2.3:a:web_project:web:6.5.0:*:*:*:*:*:*:*",CVE-2026-22732,CWE-425 Direct Request ('Forced Browsing'),"When applications specify HTTP response headers for servlet applications using Spring Security, there is the possibility that the HTTP Headers will not be written.  This issue affects Spring Security Servlet applications using lazy (default) writing of HTTP Headers:  : from 5.7.0 through 5.7.21, from 5.8.0 through 5.8.23, from 6.3.0 through 6.3.14, from 6.4.0 through 6.4.14, from 6.5.0 through 6.5.8, from 7.0.0 through 7.0.3.",NVD,"","","",CRITICAL,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N/E:3.9/RC:R/MAV:A,"","","",HIGH,38,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",spring-security-web-6.5.0.jar,C:\Users\User\.m2\repository\org\springframework\security\spring-security-web\6.5.0\spring-security-web-6.5.0.jar,Spring Security,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",ba69ebd5aaf990534b352592c6b2dfee,fe36d58e9f3b8510ad8495e2dd4df9ece8e5ee7c,pkg:maven/org.springframework.security/spring-security-web@6.5.0,"cpe:2.3:a:pivotal_software:spring_security:6.5.0:*:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:6.5.0:*:*:*:*:*:*:*, cpe:2.3:a:web_project:web:6.5.0:*:*:*:*:*:*:*",CVE-2026-22748,CWE-20 Improper Input Validation,"Vulnerability in Spring Spring Security. When an application configures JWT decoding with NimbusJwtDecoder  or NimbusReactiveJwtDecoder, it must configure an OAuth2TokenValidator<Jwt> separately, for example by calling setJwtValidator.This issue affects Spring Security: from 6.3.0 through 6.3.14, from 6.4.0 through 6.4.14, from 6.5.0 through 6.5.9, from 7.0.0 through 7.0.4.",NVD,"","","",MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N/E:2.8/RC:R/MAV:A,"","","",HIGH,38,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",spring-security-web-6.5.0.jar,C:\Users\User\.m2\repository\org\springframework\security\spring-security-web\6.5.0\spring-security-web-6.5.0.jar,Spring Security,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",ba69ebd5aaf990534b352592c6b2dfee,fe36d58e9f3b8510ad8495e2dd4df9ece8e5ee7c,pkg:maven/org.springframework.security/spring-security-web@6.5.0,"cpe:2.3:a:pivotal_software:spring_security:6.5.0:*:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:6.5.0:*:*:*:*:*:*:*, cpe:2.3:a:web_project:web:6.5.0:*:*:*:*:*:*:*",CVE-2026-22751,CWE-367 Time-of-check Time-of-use (TOCTOU) Race Condition,"Vulnerability in Spring Spring Security. Applications that explicitly configure One-Time Token login with JdbcOneTimeTokenService are vulnerable to a Time-of-check Time-of-use (TOCTOU) race condition. This issue affects Spring Security: from 6.4.0 through 6.4.15, from 6.5.0 through 6.5.9, from 7.0.0 through 7.0.4.",NVD,"","","",MEDIUM,4.8,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N/E:2.2/RC:R/MAV:A,"","","",HIGH,38,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",spring-security-web-6.5.0.jar,C:\Users\User\.m2\repository\org\springframework\security\spring-security-web\6.5.0\spring-security-web-6.5.0.jar,Spring Security,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",ba69ebd5aaf990534b352592c6b2dfee,fe36d58e9f3b8510ad8495e2dd4df9ece8e5ee7c,pkg:maven/org.springframework.security/spring-security-web@6.5.0,"cpe:2.3:a:pivotal_software:spring_security:6.5.0:*:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:6.5.0:*:*:*:*:*:*:*, cpe:2.3:a:web_project:web:6.5.0:*:*:*:*:*:*:*",CVE-2026-22746,CWE-208 Observable Timing Discrepancy,"Vulnerability in Spring Spring Security. If an application is using the UserDetails#isEnabled, #isAccountNonExpired, or #isAccountNonLocked user attributes, to enable, expire, or lock users, then DaoAuthenticationProvider's timing attack defense can be bypassed for users who are disabled, expired, or locked.This issue affects Spring Security: from 5.7.0 through 5.7.22, from 5.8.0 through 5.8.24, from 6.3.0 through 6.3.15, from 6.5.0 through 6.5.9, from 7.0.0 through 7.0.4.",NVD,"","","",LOW,3.7,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N/E:2.2/RC:R/MAV:A,"","","",HIGH,38,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",spring-web-6.2.7.jar,C:\Users\User\.m2\repository\org\springframework\spring-web\6.2.7\spring-web-6.2.7.jar,Spring Web,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",58f2791f66abfb506a506340f4482e33,1bd08eba2f2fd69eef49473e42fe124a20e7f844,pkg:maven/org.springframework/spring-web@6.2.7,"cpe:2.3:a:pivotal_software:spring_framework:6.2.7:*:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:6.2.7:*:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:6.2.7:*:*:*:*:*:*:*, cpe:2.3:a:web_project:web:6.2.7:*:*:*:*:*:*:*",CVE-2026-22740,CWE-400 Uncontrolled Resource Consumption,"A WebFlux server application that processes multipart requests creates temp files for parts larger than 10 K. Under some circumstances, temp files may remain not deleted after the request is fully processed. This allows an attacker to consume available disk space.  Older, unsupported versions are also affected.",NVD,"","","",MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H/E:2.8/RC:R/MAV:A,"","","",HIGH,35,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",spring-web-6.2.7.jar,C:\Users\User\.m2\repository\org\springframework\spring-web\6.2.7\spring-web-6.2.7.jar,Spring Web,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",58f2791f66abfb506a506340f4482e33,1bd08eba2f2fd69eef49473e42fe124a20e7f844,pkg:maven/org.springframework/spring-web@6.2.7,"cpe:2.3:a:pivotal_software:spring_framework:6.2.7:*:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:6.2.7:*:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:6.2.7:*:*:*:*:*:*:*, cpe:2.3:a:web_project:web:6.2.7:*:*:*:*:*:*:*",CVE-2026-22737,CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"Use of Java scripting engine enabled (e.g. JRuby, Jython) template views in Spring MVC and Spring WebFlux applications can result in disclosure of content from files outside the configured locations for script template views. This issue affects Spring Framework: from 7.0.0 through 7.0.5, from 6.2.0 through 6.2.16, from 6.1.0 through 6.1.25, from 5.3.0 through 5.3.46.",NVD,"","","",MEDIUM,5.9,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N/E:2.2/RC:R/MAV:A,"","","",HIGH,35,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",spring-web-6.2.7.jar,C:\Users\User\.m2\repository\org\springframework\spring-web\6.2.7\spring-web-6.2.7.jar,Spring Web,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",58f2791f66abfb506a506340f4482e33,1bd08eba2f2fd69eef49473e42fe124a20e7f844,pkg:maven/org.springframework/spring-web@6.2.7,"cpe:2.3:a:pivotal_software:spring_framework:6.2.7:*:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:6.2.7:*:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:6.2.7:*:*:*:*:*:*:*, cpe:2.3:a:web_project:web:6.2.7:*:*:*:*:*:*:*",CVE-2026-22745,CWE-400 Uncontrolled Resource Consumption,"Spring MVC and WebFlux applications are vulnerable to Denial of Service attacks when resolving static resources.   More precisely, an application can be vulnerable when all the following are true:    *  the application is using Spring MVC or Spring WebFlux   *  the application is serving static resources from the file system   *  the application is running on a Windows platform   When all the conditions above are met, the attacker can send malicious requests that are slow to resolve and that can keep HTTP connections in use. This can cause a Denial of Service on the application.",NVD,"","","",MEDIUM,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L/E:3.9/RC:R/MAV:A,"","","",HIGH,35,"","","","","","","",""
